pair_id,incident_id,attack_type,attack_category,outcome_summary,observed_behaviour,atom_full_id,standard,control_id,control_name,atom_key,atom_claim,label_hint,label,evidence_note
INC-001-B__ISO.12.4.1.a,INC-001-B,DDoS-SYN_Flood,DDoS,ePHI telemetry for three infusion pumps was interrupted for 33 minutes. No ePHI was exfiltrated. Pump dosing continued from local parameters. The nurse call system outage created a clinical risk windo…,"At 03:45 UTC during low-staffing night shift, a DDoS SYN flood targeted the Ward 7 clinical server subnet. 199,390 TCP flows consistent with CICIoMT2024 SYN flood characteristics arrived over 64 seconds at a mean rate of 1,864 pkt/s, peaking at 509,765 pkt/s. No SYN cookie protection was configured on the ward server. The server's connection table exhausted in 4 seconds. The nurse call system lost connectivity at 03:45:04 UTC. Three infusion pumps lost their telemetry uplink simultaneously. No a…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-001-B__ISO.12.6.1.c,INC-001-B,DDoS-SYN_Flood,DDoS,ePHI telemetry for three infusion pumps was interrupted for 33 minutes. No ePHI was exfiltrated. Pump dosing continued from local parameters. The nurse call system outage created a clinical risk windo…,"At 03:45 UTC during low-staffing night shift, a DDoS SYN flood targeted the Ward 7 clinical server subnet. 199,390 TCP flows consistent with CICIoMT2024 SYN flood characteristics arrived over 64 seconds at a mean rate of 1,864 pkt/s, peaking at 509,765 pkt/s. No SYN cookie protection was configured on the ward server. The server's connection table exhausted in 4 seconds. The nurse call system lost connectivity at 03:45:04 UTC. Three infusion pumps lost their telemetry uplink simultaneously. No a…",ISO.12.6.1.c,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,c,The organization shall take appropriate measures to address the risk associated with technical vulnerabilities.,Y,,
INC-002-A__HIPAA.164.312.b.a,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-002-A__HIPAA.164.312.b.d,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",HIPAA.164.312.b.d,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,d,The covered entity shall implement mechanisms that examine activity in information systems containing ePHI.,Y,,
INC-002-A__HIPAA.164.312.c.1.e,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",HIPAA.164.312.c.1.e,HIPAA,HIPAA.164.312.c.1,Integrity — Standard,e,The covered entity shall implement electronic mechanisms to corroborate that ePHI has not been altered in an unauthorized manner.,Y,,
INC-002-A__ISO.12.3.1.a,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",ISO.12.3.1.a,ISO 27002,ISO.12.3.1,Information Backup,a,The organization shall take backup copies of information regularly in accordance with a backup policy.,Y,,
INC-002-A__ISO.12.4.1.e,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",ISO.12.4.1.e,ISO 27002,ISO.12.4.1,Event Logging,e,The organization shall keep event logs.,Y,,
INC-002-A__ISO.12.4.2.a,INC-002-A,DDoS-TCP_Flood,DDoS,ePHI forwarding was interrupted for 45 seconds. No patient ECG data was lost — the monitors buffered locally and retransmitted on reconnection. No ePHI exfiltration occurred. Log integrity was maintai…,"At 16:30 UTC a TCP flood (all flags, not SYN-only) hit the ECG aggregator. Flow records: 202,311 TCP flows over 64 seconds, mean rate 932 pkt/s, extreme peak of 2,097,152 pkt/s — the highest rate in the downloaded dataset, indicating a brief burst of maximum-rate TCP traffic. SYN proportion was 0.00, confirming this was established-connection flooding rather than half-open flooding. The aggregator's CPU hit 100% within 11 seconds; the process handling ePHI forwarding to the cardiology EHR was ki…",ISO.12.4.2.a,ISO 27002,ISO.12.4.2,Protection of Log Information,a,The organization shall protect logging facilities against tampering.,Y,,
INC-003-A__HIPAA.164.312.b.a,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-003-A__HIPAA.164.312.e.1.a,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-003-A__ISO.9.1.2.a,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",ISO.9.1.2.a,ISO 27002,ISO.9.1.2,Access to Networks and Network Services,a,The organization shall provide users access only to networks they have been specifically authorized to use.,Y,,
INC-003-A__ISO.12.4.1.a,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-003-A__ISO.12.4.4.a,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",ISO.12.4.4.a,ISO 27002,ISO.12.4.4,Clock Synchronisation,a,The organization shall synchronise the clocks of all relevant information processing systems to a single reference time source.,Y,,
INC-003-A__ISO.12.4.4.b,INC-003-A,DDoS-ICMP_Flood,DDoS,SpO2 telemetry interrupted for 67 seconds across 8 devices. No ePHI exfiltrated. NTP clock drift created a 4.2-second timestamp ambiguity in logs from 09:15:03 to 09:16:15 UTC — audit timestamps in th…,"At 09:15 UTC the pulse oximeter gateway's network interface became saturated with ICMP echo requests. Flow analysis: 194,938 ICMP flows over 65 seconds, mean rate 20,467 pkt/s, peak 1,321,810 pkt/s — the highest peak rate in the downloaded dataset. ICMP fraction was 1.00 — pure ICMP flood with no TCP or UDP. The gateway NIC saturated and began dropping packets indiscriminately. SpO2 telemetry from 8 pulse oximeters was lost at 09:15:03 UTC. The gateway's system clock began drifting due to NTP pa…",ISO.12.4.4.b,ISO 27002,ISO.12.4.4,Clock Synchronisation,b,The organization shall synchronise the clocks of all relevant information processing systems within a security domain to a single reference time source.,Y,,
